,country,year,population,yearly_%_change,migrants,median_age,fertility_rate,density(P/Km²),urban_pop_%,rank
4166,177,2010,13605984,2.79,-35000.0,16.2,5.6,18,40.1,70
4167,177,2005,11856247,2.62,-30000.0,16.3,5.95,16,37.5,71
4168,177,2000,10415944,2.75,4000.0,16.6,6.1,14,35.2,73
4169,177,1995,9096607,2.51,-30000.0,16.4,6.3,12,37.3,80
4170,177,1990,8036845,3.03,-15000.0,16.2,6.6,11,39.4,81
4171,177,1985,6923149,3.42,2000.0,15.9,6.9,9,39.8,82
4172,177,1980,5851825,3.43,-5000.0,15.7,7.25,8,40.1,86
4173,177,1975,4943283,3.42,-4000.0,15.7,7.4,7,35.1,89
4174,177,1970,4179067,3.2,-4408.0,16.0,7.3,6,30.3,94
4175,177,1965,3570464,3.06,-7066.0,16.4,7.25,5,23.3,99
4176,177,1960,3070776,3.03,0.0,17.1,6.95,4,18.0,97
4177,177,1955,2644976,2.74,0.0,17.4,6.7,4,14.5,99
4188,178,1990,10432421,3.28,16871.0,16.9,5.37,27,28.3,64
4189,178,1985,8877489,3.68,19814.0,16.0,6.3,23,24.8,73
4190,178,1980,7408624,3.32,-30457.0,15.1,7.3,19,21.6,75
4191,178,1975,6293875,3.54,-9109.0,15.4,7.4,16,19.3,79
4192,178,1970,5289303,3.42,-8400.0,15.6,7.4,14,17.0,79
4193,178,1965,4471177,3.43,-3002.0,16.0,7.3,12,14.4,91
4194,178,1960,3776681,3.28,-1501.0,17.2,7.0,10,12.5,87
4195,178,1955,3213286,3.19,-901.0,18.1,6.8,8,11.5,91
